Config file checksum: 97479A50
01 extDist
02 extPres
03 tilt
04 rotaDirDrill
05 feedExtCurr
06 adpeStatus
07 adpeTask
HHMMSS.MS  ID VALUE
151248.347 02 5.992
151248.347 03 0.152
151248.427 01 0.774
151248.427 02 6.420
151248.427 03 0.152
151248.508 01 0.774
151248.508 02 6.420
151248.508 03 0.152
151248.587 01 0.774
151248.587 02 5.992
151248.587 03 0.152
151248.668 01 0.774
151248.668 02 5.992
151248.668 03 0.152
151248.747 01 0.774
151248.747 02 6.420
151248.747 03 0.152
151248.828 01 0.774
151248.828 02 6.420
151248.828 03 0.152
151248.908 01 0.774
151248.908 02 6.420
151248.908 03 0.152
151248.989 01 0.774
151248.989 02 6.420
151248.989 03 0.152
151249.069 01 0.774
151249.069 02 6.420
151249.069 03 0.152
151249.149 01 0.774
151249.149 02 5.992
151249.149 03 0.152
151249.230 01 0.774
151249.230 02 6.420
151249.230 03 0.152
151249.310 01 0.774
151249.310 02 5.992
151249.311 03 0.152
151249.390 01 0.774
151249.390 02 5.992
151249.390 03 0.152
151249.471 01 0.774
151249.471 02 6.420
151249.471 03 0.152
151249.551 01 0.774
151249.551 02 6.420
151249.551 03 0.152
151249.631 01 0.774
151249.631 02 6.420
151249.631 03 0.152
151249.710 01 0.774
151249.710 02 5.992
151249.710 03 0.152
151249.790 01 0.774
151249.790 02 5.992
151249.790 03 0.152
151249.871 01 0.774
151249.871 02 6.420
151249.871 03 0.152
151249.951 01 0.774
151249.951 02 6.420
151249.951 03 0.152
151250.030 01 0.774
151250.031 02 6.420
151250.031 03 0.152
151250.110 01 0.774
151250.110 02 6.420
151250.110 03 0.152
151250.191 01 0.774
151250.191 02 5.992
151250.191 03 0.152
151250.271 01 0.774
151250.271 02 5.564
151250.271 03 0.152
151250.351 01 0.774
151250.351 02 5.564
151250.351 03 0.152
151250.432 01 0.771
151250.432 02 6.420
151250.432 03 0.152
151250.512 01 0.774
151250.512 02 5.992
151250.512 03 0.152
151250.592 01 0.774
151250.592 02 6.420
151250.592 03 0.152
151250.672 01 0.774
151250.673 02 5.992
151250.673 03 0.152
151250.753 01 0.774
151250.753 02 6.420
151250.753 03 0.152
151250.833 01 0.774
151250.833 02 5.992
151250.833 03 0.152
151250.913 01 0.774
151250.913 02 5.992
151250.913 03 0.152
151250.994 01 0.774
151250.994 02 5.992
151250.994 03 0.152
151251.074 01 0.774
151251.074 02 6.420
151251.074 03 0.152
151251.154 01 0.774
151251.154 02 5.564
151251.154 03 0.152
151251.234 01 0.774
151251.234 02 5.992
151251.234 03 0.152
151251.315 01 0.774
151251.315 02 6.420
151251.315 03 0.152
151251.394 01 0.774
151251.394 02 6.420
151251.394 03 0.152
151251.474 01 0.774
151251.474 02 6.420
151251.474 03 0.152
151251.555 01 0.774
151251.555 02 5.992
151251.555 03 0.152
151251.635 01 0.774
151251.635 02 6.420
151251.635 03 0.152
151251.715 01 0.774
151251.715 02 6.420
151251.715 03 0.152
151251.795 01 0.774
151251.795 02 5.992
151251.795 03 0.152
151251.876 01 0.774
151251.876 02 5.992
151251.876 03 0.152
151251.955 01 0.774
151251.955 02 6.420
151251.955 03 0.152
151252.035 01 0.774
151252.035 02 5.992
151252.035 03 0.152
151252.116 01 0.774
151252.116 02 5.992
151252.116 03 0.152
151252.195 01 0.774
151252.195 02 5.992
151252.195 03 0.152
151252.276 01 0.774
151252.276 02 6.420
151252.276 03 0.152
151252.356 01 0.774
151252.356 02 6.420
151252.356 03 0.152
151252.436 01 0.774
151252.436 02 6.420
151252.436 03 0.152
151252.516 01 0.774
151252.516 02 6.420
151252.516 03 0.152
151252.596 01 0.774
151252.597 02 6.420
151252.597 03 0.152
151252.677 01 0.774
151252.678 02 6.420
151252.678 03 0.152
151252.757 01 0.774
151252.757 02 5.992
151252.757 03 0.152
151252.837 01 0.774
151252.837 02 6.420
151252.837 03 0.152
151252.918 01 0.774
151252.918 02 5.992
151252.918 03 0.152
151252.998 01 0.774
151252.998 02 5.564
151252.998 03 0.152
151253.078 01 0.774
151253.078 02 5.992
151253.078 03 0.152
151253.159 01 0.774
151253.159 02 5.992
151253.159 03 0.152
151253.239 01 0.774
151253.239 02 6.420
151253.239 03 0.152
151253.319 01 0.774
151253.319 02 5.992
151253.319 03 0.152
151253.399 01 0.774
151253.399 02 5.992
151253.399 03 0.152
151253.479 01 0.774
151253.480 02 5.992
151253.480 03 0.152
151253.560 01 0.774
151253.560 02 5.992
151253.561 03 0.152
151253.639 01 0.774
151253.639 02 5.564
151253.639 03 0.152
151253.720 01 0.774
151253.720 02 5.992
151253.720 03 0.152
151253.800 01 0.774
151253.800 02 5.992
151253.800 03 0.152
151253.880 01 0.774
151253.880 02 6.420
151253.880 03 0.152
151253.960 01 0.774
151253.960 02 5.992
151253.960 03 0.152
151254.040 01 0.774
151254.041 02 5.992
151254.041 03 0.152
151254.121 01 0.774
151254.121 02 5.564
151254.121 03 0.152
151254.201 01 0.774
151254.201 02 5.992
151254.201 03 0.152
151254.281 01 0.774
151254.281 02 5.992
151254.281 03 0.152
151254.361 01 0.771
151254.362 02 6.420
151254.362 03 0.152
151254.442 01 0.774
151254.442 02 5.992
151254.442 03 0.152
151254.522 01 0.774
151254.522 02 5.992
151254.522 03 0.152
151254.602 01 0.774
151254.602 02 5.992
151254.602 03 0.152
151254.682 01 0.774
151254.682 02 5.564
151254.682 03 0.152
151254.763 01 0.774
151254.763 02 6.420
151254.763 03 0.152
151254.843 01 0.774
151254.844 02 5.992
151254.844 03 0.152
151254.923 01 0.774
151254.924 02 5.992
151254.924 03 0.152
151255.004 01 0.774
151255.004 02 5.992
151255.004 03 0.152
151255.084 01 0.771
151255.084 02 5.992
151255.084 03 0.152
151255.164 01 0.774
151255.164 02 5.992
151255.164 03 0.152
151255.245 01 0.774
151255.245 02 5.992
151255.245 03 0.152
151255.325 01 0.774
151255.325 02 5.992
151255.325 03 0.152
151255.404 01 0.774
151255.404 02 5.992
151255.404 03 0.152
151255.484 01 0.774
151255.485 02 6.420
151255.485 03 0.152
151255.565 01 0.774
151255.565 02 5.564
151255.565 03 0.152
151255.644 01 0.774
151255.644 02 5.992
151255.644 03 0.152
151255.724 01 0.774
151255.724 02 6.420
151255.724 03 0.152
151255.805 01 0.774
151255.805 02 5.992
151255.805 03 0.152
151255.885 01 0.774
151255.885 02 6.848
151255.885 03 0.152
151255.965 01 0.774
151255.965 02 6.848
151255.966 03 0.152
151256.046 01 0.774
151256.046 02 6.420
151256.046 03 0.152
151256.126 01 0.774
151256.126 02 6.848
151256.126 03 0.152
151256.206 01 0.774
151256.206 02 7.276
151256.206 03 0.152
151256.287 01 0.774
151256.287 02 6.848
151256.287 03 0.152
151256.366 01 0.774
151256.366 02 7.276
151256.366 03 0.152
151256.446 01 0.774
151256.446 02 6.848
151256.446 03 0.000
151256.527 01 0.774
151256.527 02 7.276
151256.527 03 0.000
151256.607 01 0.774
151256.607 02 7.276
151256.607 03 0.000
151256.687 01 0.774
151256.687 02 7.276
151256.687 03 0.152
151256.768 01 0.774
151256.768 02 6.420
151256.768 03 0.152
151256.848 01 0.774
151256.848 02 7.276
151256.848 03 0.152
151256.928 01 0.774
151256.929 02 7.276
151256.929 03 0.152
151257.009 01 0.774
151257.009 02 6.420
151257.009 03 0.152
151257.089 01 0.774
151257.089 02 6.848
151257.089 03 0.152
151257.169 01 0.774
151257.169 02 6.848
151257.169 03 0.152
151257.250 01 0.774
151257.250 02 7.704
151257.250 03 0.152
151257.330 01 0.774
151257.330 02 7.276
151257.330 03 0.152
151257.411 01 0.774
151257.411 02 8.132
151257.411 03 0.152
151257.491 01 0.774
151257.491 02 7.276
151257.491 03 0.152
151257.571 01 0.774
151257.571 02 6.848
151257.572 03 0.152
151257.652 01 0.774
151257.652 02 6.848
151257.652 03 0.152
151257.732 01 0.774
151257.732 02 7.276
151257.732 03 0.152
151257.812 01 0.774
151257.813 02 6.848
151257.813 03 0.152
151257.892 01 0.774
151257.892 02 7.276
151257.892 03 0.152
151257.972 01 0.774
151257.972 02 7.704
151257.973 03 0.152
151258.053 01 0.774
151258.053 02 6.848
151258.053 03 0.152
151258.133 01 0.774
151258.133 02 6.848
151258.133 03 0.152
151258.213 01 0.774
151258.213 02 6.848
151258.213 03 0.152
151258.293 01 0.774
151258.293 02 6.848
151258.293 03 0.152
151258.374 01 0.774
151258.374 02 6.848
151258.374 03 0.152
151258.454 01 0.774
151258.454 02 6.848
151258.454 03 0.152
151258.534 01 0.774
151258.534 02 6.848
151258.534 03 0.152
151258.615 01 0.774
151258.615 02 6.848
151258.615 03 0.152
151258.695 01 0.774
151258.695 02 7.276
151258.695 03 0.152
151258.774 01 0.774
151258.774 02 6.848
151258.774 03 0.152
151258.854 01 0.774
151258.855 02 7.704
151258.855 03 0.152
151258.935 01 0.774
151258.935 02 7.276
151258.935 03 0.152
151259.014 01 0.774
151259.014 02 6.420
151259.014 03 0.152
151259.094 01 0.774
151259.094 02 7.276
151259.094 03 0.152
151259.175 01 0.774
151259.175 02 7.276
151259.175 03 0.152
151259.255 01 0.774
151259.255 02 7.276
151259.255 03 0.152
151259.336 01 0.774
151259.336 02 6.420
151259.336 03 0.152
151259.416 01 0.774
151259.416 02 6.420
151259.416 03 0.152
151259.496 01 0.774
151259.496 02 7.276
151259.496 03 0.152
151259.576 01 0.774
151259.576 02 7.704
151259.576 03 0.152
151259.656 01 0.774
151259.656 02 6.420
151259.656 03 0.152
151259.737 01 0.771
151259.737 02 7.276
151259.737 03 0.152
151259.817 01 0.774
151259.817 02 7.276
151259.817 03 0.152
151259.898 01 0.774
151259.898 02 7.704
151259.898 03 0.152
151259.978 01 0.774
151259.978 02 7.276
151259.978 03 0.152
151300.059 01 0.774
151300.059 02 6.848
151300.059 03 0.152
151300.139 01 0.774
151300.139 02 6.848
151300.139 03 0.152
151300.219 01 0.774
151300.219 02 7.276
151300.220 03 0.152
151300.300 01 0.774
151300.300 02 6.420
151300.300 03 0.152
151300.380 01 0.774
151300.380 02 7.276
151300.380 03 0.152
151300.459 01 0.774
151300.459 02 6.420
151300.459 03 0.152
151300.539 01 0.774
151300.539 02 6.848
151300.540 03 0.152
151300.620 01 0.774
151300.620 02 7.276
151300.620 03 0.152
151300.700 01 0.774
151300.700 02 7.704
151300.700 03 0.152
151300.780 01 0.774
151300.780 02 7.276
151300.780 03 0.152
151300.861 01 0.774
151300.861 02 6.848
151300.861 03 0.152
151300.942 01 0.774
151300.942 02 7.276
151300.942 03 0.152
151301.021 01 0.774
151301.021 02 6.848
151301.021 03 0.152
151301.102 01 0.774
151301.102 02 6.420
151301.102 03 0.152
151301.182 01 0.774
151301.182 02 6.848
151301.182 03 0.152
151301.262 01 0.774
151301.263 02 7.276
151301.263 03 0.152
151301.343 01 0.774
151301.343 02 7.276
151301.343 03 0.152
151301.422 01 0.774
151301.422 02 6.848
151301.422 03 0.152
151301.502 01 0.774
151301.502 02 6.848
151301.502 03 0.152
151301.582 01 0.774
151301.583 02 7.276
151301.583 03 0.152
151301.663 01 0.774
151301.663 02 7.704
151301.663 03 0.152
151301.743 01 0.774
151301.743 02 6.848
151301.743 03 0.152
151301.824 01 0.774
151301.824 02 6.848
151301.824 03 0.152
151301.904 01 0.774
151301.904 02 6.848
151301.904 03 0.152
151301.984 01 0.774
151301.985 02 7.276
151301.985 03 0.152
151302.065 01 0.774
151302.065 02 6.848
151302.065 03 0.152
151302.144 01 0.774
151302.144 02 6.848
151302.144 03 0.152
151302.225 01 0.774
151302.225 02 6.848
151302.225 03 0.152
151302.304 01 0.774
151302.304 02 6.848
151302.304 03 0.152
151302.384 01 0.774
151302.384 02 7.276
151302.384 03 0.152
151302.465 01 0.774
151302.465 02 6.848
151302.465 03 0.152
151302.545 01 0.774
151302.545 02 5.992
151302.545 03 0.152
151302.625 01 0.774
151302.625 02 5.992
151302.625 03 0.152
151302.704 01 0.774
151302.705 02 7.704
151302.705 03 0.152
151302.785 01 0.774
151302.785 02 6.848
151302.785 03 0.152
151302.865 01 0.774
151302.865 02 6.848
151302.865 03 0.152
151302.946 01 0.774
151302.946 02 6.848
151302.946 03 0.152
151303.025 01 0.774
151303.025 02 6.848
151303.025 03 0.152
151303.105 01 0.774
151303.105 02 6.848
151303.105 03 0.152
151303.186 01 0.774
151303.186 02 6.848
151303.186 03 0.152
151303.266 01 0.774
151303.266 02 6.848
151303.266 03 0.152
151303.346 01 0.774
151303.346 02 6.848
151303.346 03 0.152
151303.426 01 0.774
151303.426 02 6.848
151303.426 03 0.152
151303.507 01 0.774
151303.507 02 7.276
151303.507 03 0.152
151303.587 01 0.774
151303.587 02 6.848
151303.587 03 0.152
151303.667 01 0.774
151303.667 02 6.420
151303.667 03 0.152
151303.748 01 0.774
151303.748 02 6.848
151303.748 03 0.152
151303.828 01 0.774
151303.828 02 6.420
151303.828 03 0.152
151303.908 01 0.774
151303.908 02 6.848
151303.908 03 0.152
151303.989 01 0.774
151303.989 02 7.276
151303.989 03 0.152
151304.069 01 0.774
151304.069 02 6.848
151304.069 03 0.152
151304.149 01 0.774
151304.149 02 6.420
151304.149 03 0.152
151304.230 01 0.774
151304.230 02 6.420
151304.230 03 0.152
151304.309 01 0.774
151304.309 02 7.276
151304.309 03 0.152
151304.389 01 0.774
151304.389 02 6.420
151304.389 03 0.152
151304.470 01 0.774
151304.470 02 6.420
151304.470 03 0.152
151304.549 01 0.774
151304.549 02 6.420
151304.549 03 0.152
151304.629 01 0.774
151304.629 02 6.848
151304.629 03 0.152
151304.710 01 0.774
151304.710 02 6.420
151304.710 03 0.152
151304.790 01 0.774
151304.790 02 6.848
151304.790 03 0.152
151304.871 01 0.774
151304.871 02 6.848
151304.871 03 0.152
151304.951 01 0.774
151304.951 02 7.276
151304.951 03 0.152
151305.032 01 0.774
151305.032 02 6.420
151305.032 03 0.152
151305.112 01 0.774
151305.112 02 6.848
151305.112 03 0.152
151305.192 01 0.774
151305.192 02 6.420
151305.192 03 0.152
151305.272 01 0.774
151305.272 02 5.992
151305.272 03 0.152
151305.353 01 0.774
151305.353 02 6.420
151305.353 03 0.152
151305.433 01 0.774
151305.433 02 6.420
151305.433 03 0.152
151305.512 01 0.774
151305.512 02 6.848
151305.512 03 0.152
151305.592 01 0.774
151305.592 02 5.992
151305.592 03 0.152
151305.673 01 0.774
151305.673 02 6.848
151305.673 03 0.152
151305.752 01 0.774
151305.752 02 6.848
151305.752 03 0.152
151305.832 01 0.774
151305.832 02 5.992
151305.832 03 0.152
151305.913 01 0.774
151305.913 02 6.848
151305.913 03 0.152
151305.993 01 0.774
151305.993 02 7.276
151305.993 03 0.152
151306.073 01 0.774
151306.073 02 6.420
151306.073 03 0.152
151306.153 01 0.774
151306.153 02 6.848
151306.153 03 0.152
151306.234 01 0.774
151306.234 02 6.420
151306.234 03 0.152
151306.313 01 0.774
151306.313 02 6.420
151306.313 03 0.152
151306.393 01 0.774
151306.393 02 6.848
151306.394 03 0.152
151306.474 01 0.774
151306.474 02 7.276
151306.474 03 0.152
151306.553 01 0.774
151306.553 02 6.420
151306.553 03 0.152
151306.633 01 0.774
151306.633 02 6.420
151306.633 03 0.152
151306.714 01 0.774
151306.714 02 6.420
151306.714 03 0.152
151306.794 01 0.774
151306.794 02 6.420
151306.794 03 0.000
151306.873 01 0.774
151306.873 02 6.848
151306.873 03 0.152
151306.954 01 0.774
151306.954 02 5.992
151306.954 03 0.152
151307.033 01 0.774
151307.033 02 6.420
151307.033 03 0.152
151307.114 01 0.774
151307.114 02 6.420
151307.114 03 0.152
151307.193 01 0.774
151307.193 02 6.420
151307.193 03 0.152
151307.273 01 0.774
151307.273 02 6.420
151307.273 03 0.152
151307.353 01 0.774
151307.354 02 7.276
151307.354 03 0.152
151307.433 01 0.774
151307.434 02 5.992
151307.434 03 0.152
151307.514 01 0.774
151307.514 02 5.992
151307.514 03 0.152
151307.594 01 0.774
151307.594 02 6.420
151307.594 03 0.152
151307.675 01 0.774
151307.675 02 5.992
151307.675 03 0.152
151307.755 01 0.774
151307.755 02 6.420
151307.755 03 0.152
151307.835 01 0.774
151307.835 02 6.420
151307.835 03 0.152
151307.915 01 0.774
151307.916 02 6.420
151307.916 03 0.152
151307.996 01 0.774
151307.996 02 6.848
151307.996 03 0.152
151308.076 01 0.774
151308.076 02 6.420
151308.076 03 0.152
151308.156 01 0.774
151308.156 02 6.848
151308.156 03 0.152
151308.237 01 0.774
151308.237 02 6.420
151308.237 03 0.152
151308.317 01 0.774
151308.317 02 6.420
151308.317 03 0.152
151308.398 01 0.774
151308.398 02 6.420
151308.398 03 0.152
151308.477 01 0.774
151308.477 02 6.420
151308.477 03 0.152
151308.557 01 0.774
151308.557 02 5.992
151308.558 03 0.152
151308.637 01 0.774
151308.637 02 6.420
151308.637 03 0.152
151308.717 01 0.774
151308.717 02 6.420
151308.717 03 0.152
151308.797 01 0.774
151308.797 02 6.848
151308.797 03 0.152
151308.878 01 0.774
151308.878 02 6.848
151308.878 03 0.152
151308.958 01 0.774
151308.958 02 6.848
151308.958 03 0.152
151309.038 01 0.774
151309.038 02 6.848
151309.038 03 0.152
151309.118 01 0.774
151309.118 02 6.420
151309.118 03 0.152
151309.199 01 0.774
151309.199 02 6.848
151309.199 03 0.152
151309.279 01 0.774
151309.279 02 6.420
151309.279 03 0.152
151309.360 01 0.774
151309.360 02 5.992
151309.360 03 0.152
151309.440 01 0.774
151309.440 02 6.420
151309.440 03 0.152
151309.521 01 0.774
151309.521 02 6.420
151309.521 03 0.152
151309.601 01 0.774
151309.601 02 6.420
151309.601 03 0.152
151309.681 01 0.774
151309.681 02 6.420
151309.681 03 0.152
151309.762 01 0.774
151309.762 02 6.848
151309.762 03 0.152
151309.842 01 0.774
151309.842 02 6.848
151309.842 03 0.152
151309.922 01 0.774
151309.922 02 6.848
151309.922 03 0.152
151310.002 01 0.774
151310.002 02 6.848
151310.002 03 0.152
151310.083 01 0.774
151310.083 02 6.848
151310.083 03 0.152
151310.163 01 0.774
151310.163 02 6.848
151310.163 03 0.152
151310.242 01 0.774
151310.242 02 6.848
151310.242 03 0.152
151310.323 01 0.774
151310.323 02 6.420
151310.323 03 0.152
151310.403 01 0.774
151310.403 02 6.420
151310.403 03 0.152
151310.483 01 0.774
151310.483 02 6.420
151310.483 03 0.152
151310.563 01 0.774
151310.564 02 6.420
151310.564 03 0.152
151310.644 01 0.774
151310.644 02 6.848
151310.644 03 0.152
151310.723 01 0.774
151310.723 02 6.420
151310.723 03 0.152
151310.804 01 0.774
151310.804 02 6.420
151310.804 03 0.152
151310.884 01 0.774
151310.884 02 5.992
151310.884 03 0.152
151310.964 01 0.774
151310.964 02 6.420
151310.964 03 0.152
151311.045 01 0.774
151311.045 02 5.992
151311.045 03 0.152
151311.124 01 0.774
151311.124 02 6.420
151311.125 03 0.152
151311.204 01 0.774
151311.204 02 6.420
151311.204 03 0.152
151311.284 01 0.774
151311.284 02 5.992
151311.284 03 0.152
151311.365 01 0.774
151311.365 02 6.848
151311.365 03 0.152
151311.445 01 0.774
151311.445 02 6.420
151311.445 03 0.152
151311.526 01 0.774
151311.526 02 6.420
151311.526 03 0.152
151311.606 01 0.774
151311.606 02 6.420
151311.606 03 0.152
151311.686 01 0.774
151311.686 02 6.848
151311.686 03 0.152
151311.767 01 0.774
151311.767 02 5.992
151311.767 03 0.152
151311.847 01 0.771
151311.847 02 5.564
151311.847 03 0.152
151311.927 01 0.774
151311.927 02 5.992
151311.927 03 0.152
151312.008 01 0.774
151312.008 02 6.420
151312.008 03 0.152
151312.087 01 0.774
151312.087 02 6.420
151312.087 03 0.152
151312.167 01 0.774
151312.167 02 6.420
151312.167 03 0.152
151312.248 01 0.774
151312.248 02 6.420
151312.248 03 0.152
151312.328 01 0.774
151312.328 02 6.420
151312.328 03 0.152
151312.408 01 0.774
151312.408 02 5.992
151312.409 03 0.152
151312.489 01 0.774
151312.489 02 6.420
151312.489 03 0.152
151312.568 01 0.774
151312.568 02 6.420
151312.568 03 0.152
151312.648 01 0.774
151312.648 02 5.992
151312.648 03 0.152
151312.729 01 0.774
151312.729 02 6.420
151312.729 03 0.152
151312.808 01 0.774
151312.808 02 5.992
151312.808 03 0.152
151312.888 01 0.774
151312.888 02 6.420
151312.888 03 0.152
151312.969 01 0.774
151312.969 02 6.420
151312.969 03 0.152
151313.049 01 0.774
151313.049 02 6.420
151313.049 03 0.152
151313.129 01 0.774
151313.129 02 6.420
151313.129 03 0.152
151313.210 01 0.774
151313.210 02 6.420
151313.210 03 0.152
151313.289 01 0.774
151313.289 02 5.992
151313.289 03 0.152
151313.369 01 0.774
151313.370 02 5.992
151313.370 03 0.152
151313.450 01 0.774
151313.450 02 5.992
151313.450 03 0.152
151313.530 01 0.774
151313.530 02 5.992
151313.531 03 0.152
151313.610 01 0.774
151313.610 02 5.564
151313.611 03 0.152
151313.690 01 0.774
151313.690 02 5.992
151313.690 03 0.152
151313.770 01 0.774
151313.770 02 5.992
151313.770 03 0.152
151313.851 01 0.774
151313.851 02 6.420
151313.851 03 0.152
151313.931 01 0.774
151313.931 02 5.992
151313.931 03 0.152
151314.011 01 0.774
151314.011 02 6.420
151314.011 03 0.152
151314.092 01 0.774
151314.092 02 6.848
151314.092 03 0.152
151314.172 01 0.774
151314.172 02 5.992
151314.172 03 0.152
151314.252 01 0.774
151314.253 02 6.420
151314.253 03 0.152
151314.333 01 0.774
151314.333 02 5.992
151314.333 03 0.152
151314.413 01 0.774
151314.413 02 6.420
151314.413 03 0.152
151314.493 01 0.774
151314.493 02 5.992
151314.493 03 0.152
151314.573 01 0.774
151314.573 02 5.992
151314.574 03 0.152
151314.654 01 0.774
151314.654 02 5.992
151314.654 03 0.152
151314.733 01 0.774
151314.733 02 5.992
151314.733 03 0.152
151314.814 01 0.774
151314.814 02 6.420
151314.814 03 0.152
151314.894 01 0.774
151314.894 02 5.564
151314.894 03 0.152
151314.974 01 0.774
151314.974 02 5.992
151314.974 03 0.152
151315.054 01 0.774
151315.054 02 6.848
151315.054 03 0.152
151315.134 01 0.774
151315.135 02 5.992
151315.135 03 0.152
151315.215 01 0.774
151315.215 02 6.420
151315.215 03 0.152
151315.295 01 0.774
151315.295 02 5.992
151315.295 03 0.152
151315.376 01 0.774
151315.376 02 5.564
151315.376 03 0.152
151315.455 01 0.774
151315.455 02 6.420
151315.456 03 0.152
151315.536 01 0.774
151315.536 02 5.992
151315.536 03 0.152
151315.614 01 0.774
151315.614 02 5.992
151315.614 03 0.152
151315.695 01 0.774
151315.695 02 6.420
151315.696 03 0.152
151315.775 01 0.774
151315.775 02 6.420
151315.775 03 0.152
151315.856 01 0.774
151315.856 02 6.420
151315.856 03 0.152
151315.936 01 0.774
151315.936 02 5.564
151315.936 03 0.000
151316.016 01 0.774
151316.016 02 5.992
151316.016 03 0.000
151316.096 01 0.774
151316.096 02 5.992
151316.096 03 0.000
151316.176 01 0.774
151316.176 02 6.420
151316.177 03 0.000
151316.256 01 0.774
151316.257 02 5.992
151316.257 03 0.152
151316.336 01 0.774
151316.336 02 5.564
151316.337 03 0.152
151316.417 01 0.774
151316.417 02 5.992
151316.417 03 0.152
151316.497 01 0.774
151316.497 02 5.992
151316.497 03 0.152
151316.577 01 0.774
151316.577 02 6.420
151316.577 03 0.152
151316.657 01 0.774
151316.657 02 6.420
151316.657 03 0.152
151316.737 01 0.774
151316.737 02 5.992
151316.738 03 0.152
151316.818 01 0.774
151316.818 02 6.848
151316.818 03 0.152
151316.898 01 0.774
151316.898 02 5.564
151316.898 03 0.152
151316.978 01 0.774
151316.978 02 6.420
151316.978 03 0.152
151317.058 01 0.774
151317.059 02 5.564
151317.059 03 0.152
151317.139 01 0.774
151317.139 02 5.564
151317.139 03 0.152
151317.219 01 0.774
151317.219 02 6.420
151317.219 03 0.152
151317.300 01 0.774
151317.300 02 6.420
151317.300 03 0.152
151317.380 01 0.774
151317.380 02 5.992
151317.380 03 0.152
151317.460 01 0.774
151317.460 02 6.420
151317.460 03 0.152
151317.541 01 0.774
151317.541 02 5.564
151317.541 03 0.152
151317.622 01 0.774
151317.622 02 5.992
151317.622 03 0.152
151317.702 01 0.774
151317.702 02 5.992
151317.702 03 0.152
151317.782 01 0.774
151317.782 02 5.992
151317.782 03 0.152
151317.863 01 0.774
151317.863 02 5.992
151317.863 03 0.152
151317.944 01 0.774
151317.944 02 5.992
151317.944 03 0.152
151318.024 01 0.774
151318.024 02 5.992
151318.024 03 0.152
151318.105 01 0.774
151318.105 02 6.420
151318.105 03 0.152
151318.185 01 0.774
151318.185 02 5.992
151318.185 03 0.152
151318.264 01 0.774
151318.264 02 6.420
151318.264 03 0.152
151318.345 01 0.774
151318.345 02 6.420
151318.345 03 0.152
151318.425 01 0.774
151318.425 02 6.420
151318.425 03 0.152
151318.505 01 0.774
151318.505 02 6.420
151318.505 03 0.152
151318.586 01 0.774
151318.586 02 6.420
151318.586 03 0.152
151318.666 01 0.774
151318.666 02 6.420
151318.666 03 0.152
151318.745 01 0.774
151318.745 02 5.992
151318.745 03 0.152
151318.827 01 0.774
151318.827 02 5.992
151318.827 03 0.152
151318.907 01 0.774
151318.907 02 5.564
151318.907 03 0.152
151318.988 01 0.774
151318.988 02 5.992
151318.988 03 0.152
151319.068 01 0.774
151319.068 02 5.992
151319.068 03 0.152
151319.148 01 0.774
151319.148 02 6.420
151319.148 03 0.152
151319.228 01 0.774
151319.228 02 5.992
151319.228 03 0.152
151319.309 01 0.774
151319.309 02 5.992
151319.309 03 0.152
151319.389 01 0.774
151319.389 02 6.420
151319.389 03 0.152
151319.468 01 0.774
151319.468 02 5.992
151319.468 03 0.152
151319.548 01 0.774
151319.548 02 6.420
151319.548 03 0.152
151319.628 01 0.774
151319.628 02 5.992
151319.628 03 0.152
151319.709 01 0.774
151319.709 02 6.420
151319.709 03 0.152
151319.788 01 0.774
151319.788 02 5.564
151319.788 03 0.152
151319.868 01 0.774
151319.868 02 5.992
151319.868 03 0.152
151319.948 01 0.774
151319.949 02 5.992
151319.949 03 0.152
151320.029 01 0.774
151320.029 02 5.564
151320.029 03 0.152
151320.109 01 0.774
151320.109 02 6.420
151320.109 03 0.152
151320.189 01 0.774
151320.189 02 5.992
151320.189 03 0.152
151320.269 01 0.774
151320.269 02 5.136
151320.270 03 0.152
151320.350 01 0.774
151320.350 02 5.992
151320.350 03 0.152
151320.430 01 0.774
151320.430 02 6.420
151320.430 03 0.152
151320.511 01 0.774
151320.511 02 5.564
151320.511 03 0.152
151320.591 01 0.774
151320.591 02 5.564
151320.591 03 0.152
151320.670 01 0.774
151320.670 02 5.992
151320.670 03 0.152
151320.750 01 0.774
151320.750 02 5.564
151320.750 03 0.152
151320.831 01 0.774
151320.831 02 5.992
151320.831 03 0.152
151320.911 01 0.774
151320.911 02 5.992
151320.911 03 0.152
151320.991 01 0.774
151320.991 02 5.992
151320.991 03 0.152
151321.071 01 0.774
151321.072 02 5.992
151321.072 03 0.152
151321.151 01 0.774
151321.151 02 5.992
151321.152 03 0.152
151321.232 01 0.774
151321.232 02 5.564
151321.232 03 0.152
151321.312 01 0.774
151321.312 02 5.992
151321.313 03 0.152
151321.392 01 0.774
151321.393 02 5.992
151321.393 03 0.152
151321.473 01 0.774
151321.473 02 5.992
151321.473 03 0.152
151321.553 01 0.774
151321.553 02 5.992
151321.553 03 0.152
151321.633 01 0.774
151321.633 02 5.564
151321.633 03 0.152
151321.714 01 0.774
151321.714 02 6.420
151321.714 03 0.152
151321.793 01 0.774
151321.793 02 5.992
151321.793 03 0.152
151321.874 01 0.774
151321.874 02 6.420
151321.874 03 0.152
151321.953 01 0.774
151321.953 02 5.992
151321.953 03 0.152
151322.033 01 0.774
151322.034 02 5.992
151322.034 03 0.152
151322.114 01 0.774
151322.114 02 5.992
